@relation weka_SO_comments_model

@attribute text string
@attribute @@class@@ {good,bad}

@data
', do you even know elementary programming? dumb ass, get out of here.',bad
', why do you want to cover other\'s ass? if the op had included the code wtf this was was posted? you need to show the benchmarking code, too. a common mistake with benchmarks is to change the data without restoring it after each iteration.',bad
'head of gamedevelopment?? i\'m sure its a joke - go learn some programming dude',bad
'fuk both of you and the stackoverflow community guidelines. offcourse this is ok, just because we\'re asking for references about something programming related is not a problem at all.',bad
'thats the most possible worst option i have ever heard of',bad
'thanks.! some retard gave irrelevant answers and i didn\'t accept. he voted-down the question.. haha',bad
'it is very clear, but as somebody said before, the so has gone to hell a long time ago. these days it\'s more like a pissing contest led by the people with high enough reputation to start pissing in the first place.',bad
'how the hell do you expect anyone to answer this question?',bad
'doesnt any mother fucker know the answer?',bad
'is the end-user really expected to go through all this crap?? i\'m ready to stab out my eyes and quit android, if so. holy shitballs !',bad
'doesnt any bitch in this site know the answer?',bad
'i got more downvotes yet no one tries to help me by telling me what the hell is wrong. damn this community.',bad
'this is pretty obviously a troll post, but i have no idea if it should be deleted or just closed and left to contribute to the poster\'s upcoming question ban.',bad
'calm down pal don\'t be such a party poop.',bad
'where did i say they\'re wrong. i don\'t know if you can read or not.',bad
'fuck you faggot',bad
'well i am gobsmacked. i\'ve been reading the serialization code for twenty years and never seen anything like that. the incompetent moron, and i am choosing my words carefully, who wrote that drivel needs his head examined. all that was needed was a temporarily wrapped around the target stream. fortunately you can get around it by writing in k chunks and flushing them yourself.',bad
'bastards! lulz',bad
'charles again you are just being a sarcastic a-hole. instead of even trying to answer you just make rude remarks. i seriously don\'t get it',bad
'two words fuck u, there u go',bad
'wow this is getting out of control. i put a lot of work into my answer, if this question is going to turn into some sort of pissing contest that adds no value, i can easily delete and get out.i think i understood what the op was after. if i didnt then please comment and i will delete it.i do agree that the original question could have some more detail. if others understood the question, please post an answer, not just bash other users.',bad
'lol, are those lines really so complex that you\'d assume i had to copypaste it? and even if that were the case, does that negate the fact that it\'s a valid solution to ops problem? get the stick out of your ass.',bad
'then answer the question for him. stop telling everyone that they are wrong and just answer the question for the kid',bad
'how am i suppose to show an api call to his own localhost? maybe his api is bad i don\'t know. i can\'t make a request to someone else local host. he has his own api maybe his api isn\'t returning anything, how am i suppose to know? how do i test someone else\'s localhost api? you can\'t. let the fucking guy try and stop being a faggot',bad
'it can take an hour or two to sort this nonsense out and most of us would rather not waste all our time for nothing',bad
'while. skincareinuse. will not get any more than one value. please learn php before comming and insult people. you\'re not constructive, pretty much the opposite.',bad
'the hell are you blathering on about?',bad
'hey!! what the fuck?',bad
'to everyone who put this question on hold i politely say to you ahem get those sticks out of your asses. thankyou.',bad
'instead of being a dick i\'m guessing you can get away with any statement since you have in excess of , reputations, right?',bad
'don\'t waste your time on silly online code judge contests. solve real world problems instead.',bad
'i don\'t know the answer to the question but i see the downvotes and what i can say is that here are tons of dumbass abusing of that feature. the question is ok, for me they are just downvoting it because they don\'t know the answer.',bad
'oh well. honestly never tell someone to just give up what they are doing. it\'s ignorant and makes you seem like an asshole. only reason i didn\'t say anything was i thought you were my only hope. if you\'re going to tell me to fix my',bad
'suck my left nut',bad
'again, you are mistaken, and are proving dangerous misinformation. shame on you. here\'s a random one for you shiflett.orgblogjan',bad
'what the fuck!! you take the time to delete my comments but not to give me a fucking answer?',bad
'well, it\'s not my small mind thanks for being rude, it\'s the fact that the author does not know how to use the function properly it is in the documentation, but i understand that pages of english text is not an easy task f',bad
'if u have answer then give, otherwise u can leave it',bad
'if u know the answer just tell it. otherwise just leave it. don\'t put scene here.',bad
'wow, you didn\'t even bother to write a proper sentence, why should anyone invest any of his time to answer this junk?',bad
'tell your manager heshe needs to give the assignment to someone else',bad
'if you think you\'re being clever you aren\'t.',bad
'mexican police takes a random african animal and pour soda with chili into its nose until it admits that it\'s an elephant.',bad
'just remember that they hate you',bad
'i think we\'ve reached a new low of laziness.',bad
'they are proud of it but sometimes it becomes pain in the ass.',bad
'your answer on the other hand is worthless.',bad
'your syntax is junk',bad
'don\'t waste your time trying to make this work it isn\'t worth it.',bad
'this is pretty fec-ked up.',bad
'why on earth would you want to imitate something this butt-ugly?',bad
'shut up sir.....',bad
'its called your brain. if you can\'t competently review code ask someone else to do it.',bad
'your professor\'s a retard. not that strange really.',bad
'maybe bc people like you that don\'t make useful feedback are the reason...',bad
'everyone who thinks he can wiggle around writing a real parser by applying regex instead needs his nose wiped in the shit this inevitably ends in.',bad
'with a reputation you might know where the python documentation is.',bad
'omfg what is that?',bad
'is this a troll?',bad
'look can you please stop posting such unrelated rubbish.',bad
'shut up............',bad
'wow what a terrible mess.',bad
'its the number of fucks will not reduce the gestation period',bad
'if somebody asked me that question i would want to punch them in the face. and then answer apples and oranges',bad
'wtf? how is this a real question?',bad
'have you bothered to actually look at the php docs and see how to do it or do you just want somebody to spoonfeed you the codez',bad
'blog post my foot.',bad
'wow now that is lazy... i can\'t believe people are actually willing to help you? s',bad
'you improbably thorough mfr.',bad
'cant believe those aholes - repped me',bad
'and the award goes to the asp.net team for most retarded class name...',bad
'witch! burn him!!',bad
'my eyes!!!!.............',bad
'don\'t post question for silly mistakes.',bad
'you\'re an idiot.',bad
'r u crazy ??i will give you - for this stupid answer.i am not asking for this.please read my question carefully...',bad
'nut-searing pain - couldn\'t have said it better.',bad
'try to switch on the thing between ya ears before spamming and make people waste their time.',bad
'can u figure out how to do this stupid crap?',bad
'ask all those people who you\'ve always heard this from.',bad
'it was the first result on the exact title as mentioned in the comment. now it isn\'t. the first hit is now tragically this stupid question.',bad
'bloody fool people don\'t try to give down vote without knowing the answers.. give down vote with justification.',bad
'just wtf... closevote',bad
'thanks for time wasting.',bad
'this is the most useless answer i have ever read on stackoverflow.',bad
'maybe go wash that greasy finger.',bad
'this question appears to be off-topic because it\'s a duplicate but i can\'t be arsed to search for it much like the op',bad
'go away!!!!!!!!!',bad
'this is a crappy question what have you tried? is there something wrong with your code we won\'t know unless you show us?',bad
'sometimes i wanna shoot myself in the head.',bad
'unclear is waaaaaaaaaaay too polite. flawed or crippled would be more like it.',bad
'it\'s a shame that someone doesn\'t know how to use keyboard shortcuts or how to read',bad
'why am i getting down votes.. i\'m just asking a question... dumb idiots some ppl r',bad
'want to - that shit-tier code style in that last comment but sadly or luckily for you stackoverflow doesn\'t have such a feature.',bad
'the person who down voted and marked as close if you\'re a man enough explain why you did it so we all know otherwise we all know what you\'re!!!',bad
'........go away',bad
'a thoroughly pointless question. if it did come before you would be asking why it didn\'t come after.',bad
'don\'t worry about it. no one cares about your code',bad
'mormon programmers ftw',bad
'that\'s the most pathetic answer i have ever encountered in stack exchange.',bad
'this should be selected worst answer',bad
'wins this thread over the pompous jerk who told her she doesn\'t get it.',bad
'lol very mature. my not knowing the np.nanmean command must made your miserable day',bad
'the link seems to not present any information at all ... please do not troll if you are ...',bad
'i am not at all interested in your meaning less crt baby reasons. some one as you with no morals and common sense make my blood boil',bad
'sex -- and this is a sex symbol!',bad
'man enough is enough i m not telling bad i m just saying you are annoying more than a year old baby',bad
'the worst answer ever!',bad
'doesn\'t work......stupid solution',bad
'did anyone else but me facepalm after reading this answer?',bad
'screw you to the guy who voted down. no research effort? really? for someone new to linux getting as far as i did most certainly took a look of research effort.',bad
'anyone have any idea why has to be an ass about it? i came here to find the answer so it must not be that crazy to post it on so loser.',bad
'the only possible explanation is that you are a terrible person and regularly beat small dogs just for fun.',bad
'who made me downvote you\'re really damn idiot!!!',bad
'yes very annoying every time i post a question comment or reply comes much later but down voting comes first i think there are some fools who has only work of down voting',bad
'thats works like a cunt when you are also doing django pagination!',bad
'if you werent such a knob you\'d have given a worthwhile answer.',bad
'fuck... info... i think not works... why what do you see? what is the error? do not work... how to help if you say just that?',bad
'i will kill you!!!',bad
'you black dog where is your face huh?',bad
'man shut up.',bad
'you\'re too sensitive to live.',bad
'fuck both of those things.',bad
'stackoverflow the correct answer is there but the prick who makes the most fun of the question no matter how incorrectly gets the most votes.',bad
'attempt your assignment you lazy person!',bad
'utter rubbish.....',bad
'study basics...start with wpf-mvvm',bad
'lol read a book',bad
'that wasn\'t the question. but it\'s easy enough for anyone to figure out and if they can\'t then perhaps they shouldn\'t be coding.',bad
'write some code. also congrats on the muppet upvote. dodgy as.',bad
'if you have to ask this you\'re not fit for the job sorry.',bad
'reason for the downvote coward!?',bad
'down vote for no explanation - i don\'t like magic here like orig and other similarly',bad
'you are the problem with the online support community.',bad
'since you a being a grammar nazi you should have spotted the if you doesn\'t',bad
'pure science? wtf does that mean? you think nacl doesn\'t come in a relationship?',bad
'use your mind...don\'t ask this type of silly question.',bad
'this shows remarkably little effort.',bad
'man this is a programming forum not trig.',bad
'wth? tia? this is awkward? typical ignorant american?',bad
'got to love people who provide the laziest permanent fix ever',bad
'again mind your own business and stop bothering me. if you don\'t want assist then stop wasting space on the site with your comments.',bad
'this is stupid. an implementing class should be able to choose what to expose outwards while providing internal functionality of the interface.',bad
'i don\'t see how this passed as a question back in . rtfm',bad
'- useless answer',bad
'okay this one gets my funniest post of the day.',bad
'and maybe taking a class on databases. or even just reading all the way through a tutorial.',bad
'liar! this doesn\'t work',bad
'it does help. you are just lazy to use it.',bad
'what the hell is this code??',bad
'your moms a terrible mess pal.',bad
'the one who downvoted me please don\'t be a kid. if you don\'t understand the question just tell me in a kind way. i don\'t like stupid people.',bad
'thank you for helping me. i am new to programming and i simply wanted an answer. now i know that this site does have a who are not very understanding individuals',bad
'the one who downvoted me i cannot find any word to say to you. dictionaries are not enough to describe the title for you.',bad
'i don\'t know why eitherjust did.. - best logic ever. i predict you\'ll have a long and successful programming career.',bad
'someone is in a shitty downvote mood today without explaining the reason for the downvotes.',bad
'seriously bro? do you even java?',bad
'this post is hilarious.',bad
'crap. idiots .',bad
'if you cant understand the question than get the hell out of here.',bad
'hahaha jsperf you fickle bitch.',bad
'he said he wanted simple i gave him an approach what is your dysfunction?',bad
'non of your business. are you english teacher?',bad
'it does fucking compile -.- this is not the whole fucking code listen retard.',bad
'thank you however if you not prepared to help keep your stupid comments to yourself.',bad
'no this is stupid. not even close to a generic solution. it could easily be dangerous.',bad
'you may want to check the stfu i aint politically correct policy. oh wait it doesn\'t exist since it\'s given by nature.',bad
'i dont give a shit write proper working product',bad
'are you trying to answer the question or be a smart ass? really i can\'t tell by your comment.',bad
'what the fuck do you think i\'m doing here asshole!? research. jesus christ! why does the world have to include schmucks like you!? btw happy new year',bad
'fuck everyone who downvotes',bad
'how would providing any code here help? instead of being a code monkey how about look at what the issue is - that is what it means to be a computer scientist.',bad
'im also voting to fuck off my post',bad
'are you retarded?',bad
'take it to the psychiatrist.',bad
'yes nb to sql ! u didnt help much lol',bad
'people are helping you for free you ungrateful little shit.. be respectful and follow the rules and people will help you..',bad
'then up vote bitches',bad
'you two guys want to suck my dildo?',bad
'fuck off asshole',bad
'i m going to fuck your mother fucker',bad
'fuck off fucker sucker',bad
'su.. my di..',bad
'im gonna fu.. your mother',bad
'who is the imbecile who deleted all the comments to this question?',bad
'skip learning if you don\'t like it and stop wasting our time.',bad
'don\'t be a dick about it. c provides you plenty of ways of working with ostensibly unrelated objects see stdmin. my question is reasonable. this answer isn\'t.',bad
'there are a sure load of prats on this site.',bad
'so you want us to google search for you now as well? anything else you need? a sandwich? some coffee?',bad
'steam music android java guess what happens when you google that? how stupidlazy are you?',bad
'vote or die madafaka',bad
'sure we\'ll just whip up something so you can spam your garbage app. would you like a snack while you\'re waiting? something poisonous perhaps?',bad
'i will get it i am determinated so stop your stupid comment and just click - reputation',bad
'could you be any more lazy?',bad
'learn how to program before attempting anything as complex as a multi button gui.',bad
'if you don\'t know the answer keep your mouth shut',bad
'thx for the downvote smuck',bad
'yeah well fuck your mother you retarded autist you should kill yourself you fucking skinny ass nazi.',bad
'lol fuck you puppy youre an ugly nazi anyway you fucking clown nerd ass bitch.',bad
'lol you\'re probably a nazi anyway that\'s why you won\'t help a good jew like me.',bad
'strictly speaking i\'m an ugly nazi clown nerd ass bitch who knows the answer to this question.',bad
'yeah you got that right you fucking nazi clown nerd ass bitch. get a life maybe the only way you know the answer to this is if you have no life.',bad
'screw you i already know your full name and i will not take measures to ruin your fucking life. find it in your heart to hide yourself.',bad
'no need to be such assholes',bad
'sorry change your platform is shit advice.',bad
'lol i tried that yesterday and still doesn\'t work the way i want thanks for coming out as a brick though next time maybe don\'t try to help someone in need a-hole',bad
'i want a textview inside a relataive layout or any layout read the question first before answering dumbass',bad
'whoa what the fuck guys all im saying is dont use a dot at the end only commas and semicolon are you guys fucking autistic?',bad
'yeah stupid analogy you do things better than me blah blah blah. go ahead talk with them smartass',bad
'fuck you son of a bitch',bad
'i\'m not sure we can help you with mental health issues ?',bad
'phew. i wish sarcasm was more apparent in text format.',bad
'clearly he hasn\'t answered it by your comments below you\'re simply wasting people\'s time by being to stubborn to provide any reasonable information.',bad
'did you really asked this question?',bad
'those who care ie is fucking dumb developers. just sayin\' d',bad
'are you sure that you understand vba properly? in the code find returns',bad
'id start by reading through a basic java tutorial.',bad
'sucks to be you.',bad
'fuck fuck fuck fuck',bad
'fuck fuck fuck fuck fukc',bad
'post your code.. we are not clairvoyant.',bad
'blah blah blah blah.',bad
'get the f o from here. this is not portal site.',bad
'stop cheating. you\'re not going to get that job.',bad
'ok who the hell are you to edit my stuff',bad
'all i need is this code fixed or at least some help if you\'re not going to get the hell off my question and go to the next one',bad
'if you can\'t help don\'t tell shit',bad
'really you can\'t understand the error statement?',bad
'if you cant help ..atleast dont piss off anyone..idiot.',bad
'nice copy of mine and styles',bad
'laziness stupidity. well aren\'t you just an arrogant arse.',bad
'too dumb long read?',bad
'when someone don\'t have answer he tried to degrade and get points.',bad
'stop trolling and get a job.',bad
'fart sound. not free',bad
'try not to be helpless type default.rd.xml in the google query box.',bad
'why are people being cunts? voting me down. i said i was a newb. tossers.thanks for the feedback.',bad
'oh really? it turns out i tried that and it didn\'t work! do you think i\'d post a question on here without trying to refresh the session?',bad
'you need to move the whole title part to the top of the loop.. come on common sense',bad
'thanks for being a published asshole',bad
'sorry forgot to say - a jerk also',bad
'that\'s why i am asking. if you don\'t know the answer then be quiet.',bad
'yes go ahead and delete it and don\'t ask such questions here again.',bad
'top so google result filled with useful information closed by some fuckwit moderator who probably doesn\'t even know what xml is. go so!',bad
'hell to your comment idiot.',bad
'hell to your zend certifications rascal',bad
'sorry forum nazi',bad
'fraction is not the same as remainder. but maybe that techno-speak is too complicated. too bad programming is a techno-thingy.',bad
'who the fuck downvoted?',bad
'finally answer that makes sense i got bored --ing every other attempt to answer this one.',bad
'i voted as too broad did not vote dup. not much point in bitching at the only person that is trying to help you. focus on your object design problem to get somewhere.',bad
'hey are you always such a pedantic c.u.nt? why don\'t you go f.u.ck. yourself you pseudo-intellectual elitist b.it.c.h',bad
'what the actual fuck can you just please help me. i tried a lot of others forums. seems this one could be my savior.',bad
'i fart in your general direction!',bad
'this is a genuinely terrible answer which you should be ashamed of giving. don\'t answer this kind of question again.',bad
'wtf vote to close. point me in the right direction.',bad
'professional developers hate him!',bad
'are you retarded or what? if the problem is not in your table you should put the fucking code where you do the insert.',bad
'do you know what templates are and how they are spelled? what exactly is the problem?',bad
'who downvoted me ?idiots',bad
rtfm?,bad
'if you can\'t answer the question you\'re useless keep it moving. if a moderator wants to edit anything heshe can i don\'t have to an intelligent person will understand.',bad
'what in the heck does this answer have anything to do with the question?',bad
'well you can\'t tell me what to do so suck my balls',bad
'all the forms input always should be inside the form tag don\'t you know that??',bad
'the idiot who downvoted obviously didn\'t read the bold marked text rolls eyes',bad
'how about you stop munching curry?',bad
'oh! yes. don\'t relieve it to anybody. eat yourself.',bad
'that\'s a pretty arrogant statement don\'t you think. perhaps stack overflow is not the best place for you.',bad
'it works! there is no counter statement secondly if i put ! it doesnt do anything thus it works listen before you speak',bad
'step go to school and get a cs degree',bad
'asked the moderator to move it and got downvoted. this is some shit.',bad
'you\'re dumb don\'t write me anymore',bad
'fuck off the code works',bad
'although i appreciate you pointing me towards a great resource. i was hoping to actually receive a response like hey in cases like these i. so honestly. screw you.',bad
'what a fuckit does not listen localhostand can\'t access itsef by domain name.',bad
'thank you captain obvious! -',bad
'you are really an idiot. now i see you down voted my other question. get a life.',bad
'you don\'t seem to understand what the word override means. try a dictionary please read it carefully.',bad
'hey smart guy even so you stopped for looking and lose time answering it get a life nerd',bad
'please show code. the op asks for code.',bad
'use a bloody search engine!',bad
'also which muppet upvoted?',bad
'so you don\'t really understand any of this code?',bad
'you don\'t need to say that buddy. if you can\'t help then fish off and stop acting like you are the ceo of stack overflow lol.',bad
'i have not given any connection string its code first to new db deployment so by default on my pc it is creating database but on client pc not creating',bad
'you should read a manual first.',bad
'you know what else you can do? you can go c yourself. you fill in the letters and let me know if that violates something else.',bad
'wtf this is off topic?',bad
'how is it off topic wtf',bad
'javascript people don\'t give importance to archtecture subjects unfortunatelly. it\'s different from java people.',bad
'fuck you i can swear as much as i want you cunt btw thanks',bad
'it\'s very good idea to harash new people that trying to enter your world thank you a lot. i am trying to understand sth but as i see u are not supposed to help me.',bad
'why don\'t you try it instead of letting us debug your code. or better - search first',bad
'sorry but i have to say you have no clue what you\'re doing. your code is full of nonsenses. throw it and learn how to program first.',bad
'only ignorant people can downvote a question without any explanation in comments',bad
'i love how you call the bullshit american time normal.',bad
'done that already. i\'m not here to waste time.',bad
'that is kind of nonsense. the user needs to authenticate silently without having to enter a username or password i guess ?',bad
'sorry again i fucked up badly. i corrected it again.',bad
'if you cannot differenciate then better dont comment',bad
'if you can\'t look at an algorithm for hour to find out what it does then you should probably quit being a programmer.',bad
'that is much abc worpdress i know all that already in which none can achieve my needs.',bad
'yes but op says it doesn\'t make any difference so you might wanna remove this as an answer.',bad
'i hear google can find all kinds of things or so i\'ve been told',bad
'get a life! and don\'t ever answer to any questions that you don\'t have anything to give. you are a smartass without and only waste this web site\'s topis.',bad
'while i agree that you are still learning to post good questions why do the rest of us have to suffer?',bad
'you weren\'t sad. you deleted my email accounts and screwed over my team. go fuck yourself.',bad
'i think he downvote me cause i downvote him d',bad
'please add some more info about what you are getting. shame you got a downvote without a chance to edit it first. cheers',bad
'what does it doesn\'t work mean?! ffs you get an exception? the world ends?',bad
'i think you need something better to do.',bad
'fuck off. idiot.',bad
'mother fuckers like you are destroying so.',bad
'is your mom off topic too?',bad
'this is not the place to get your homework done. at least convert that text to ascii rather than posting a picture. lazy bone.',bad
'actually my code is perfectly formatted. two other people were able to tell what i was asking so stop bitching.',bad
'ill put you on hold',bad
'can you give any successful code.because i don\'t have any idea about this.i read the documentation but is not enough for fresher',bad
'yep you go it.bright guy',bad
'oh. what stupid a question! i\'m sorry to waste you time .',bad
'offtopic this is ridiculous. i hit submit and in less than seconds a - vote is here. you cannot even have read the whole question.',bad
'when you even don\'t know that selenium webdriver can handle the file upload then please keep silent ..',bad
'bullshit answer. how this even selected as answer?',bad
'did it take a lot of research to count the sides of the ?',bad
'edited. please don\'t make me regret answering this.',bad
'seriously useless morons i didn\'t ask for an opinion. this site has gone to the dogs f u.',bad
'only a stupid developer would do that.',bad
'perhaps you could start by learning python\'s base types before asking the obvious ?',bad
'i think is clear enough. i think i explained clearly enough what i have allready try. if you cannot help just leave.',bad
'dislikes wtf guys this community is slowly moving to asshole level',bad
'fuck this shit why i am even bothering i will write my own generator -.-',bad
'thats ok take your time we have nothing better to do. oh! yes we do!! moving on.',bad
'who gave me - is one cannot understand the question if you find yourself one of them please leave my question now!',bad
'please cut out your fucking fingers!',bad
'then fuck you guys!',bad
'that\'s how you get by on this site. yes i do. if you want to post questions your way then go to yahoo answers',bad
'rtfm key value',bad
'too lazy to read a manual better write a so question.',bad
'you have obviously get very confused. start again and this time check in with the manual every now and again.',bad
'you should find a way to inspire your boss to get you some training.',bad
'thanks for the downvotes kids but i just want the answer is this safe not your unlikes.',bad
'i am using the batch command with a file on linux from time to time. so trust me.. or stfw',bad
'sorry but this is pohtaytoe pohtahtoe.',bad
'wow people on here suck. why down vote without leaving a comment?',bad
'oh come on dude you cant even do your coding part?its soo simple..',bad
'who the hell are you to talk? an arabian terrorist? fuk off.',bad
'were you looking for someone to code that up for you? or were you planning to share what you\'ve tried and how that failed?',bad
'google don\'t have the answer if it does i wouldn\'t ask here and i didn\'t ask for your help so zip it man.',bad
'such a community.',bad
'punch of noobs --',bad
'hooly shit brainfreeze thanks haha',bad
'if you didnt wanted to answer why fucking bother? this is a comment and not an answer. stop wasting people\'s time cunt.',bad
'it is a dumb pointless question and voting to close it as such.',bad
'utter lazy rubbish',bad
'why the downvote? i would be very good to know why. show your self you bast..rd! -',bad
'that shit don\'t work devil',bad
'can you answer the damn question?',bad
'dude you are lame. forget it',bad
'you all are fucking retards. this question has not fucking been answered. fuck you all.',bad
'try reading the fucking prompt. i want a way to kill the task without killing the current program that is running it. if there\'s not a way say it.',bad
'if u can\'t help don\'t interfare. get away from my post',bad
'are you stubborn or just stupid?',bad
'shut the fuck up!',bad
'let\'s have extreme sex in front of your children',bad
'i read i have an error. i am not going to tell you what it is. please fix my code.',bad
'stop arguing and answer the friking question!',bad
'if you had bothered to read the stack trace you would not have wasted your time typing the question.',bad
'a keyboard and your brain.!?',bad
'if you don\'t know just shut.',bad
'are you thinking your smart??',bad
'really you called yourself coder ??',bad
'thanks for your extremely polite reply its like no one would have understood what you wanted to say if you had said it in some other way. moron.',bad
'everybody here is a jerk. -ing is like trolling but nobody laughs.',bad
'now its - because a horde of nasty people have decided that anybody they don\'t know is a monster.',bad
'now its - you all are idiots',bad
'wtf you talking about?',bad
'and if u don\'t know how to read u would probably put weird answers !',bad
'poor guy asks a question and you give him an unjustified -?? to offset some prick\'s ego.',bad
'because the answer is simple your just to suborn to understand it.',bad
'i am very much a beginner in . programming go back to reading the books - you have no reason to be posting here',bad
'did you even try looking at the tutorial ?',bad
'didn\'t know this website was full of elitist dicks.',bad
'you show a really poor mind!',bad
'funny how people dislike my question without giving a reason or an answer. i swear to god i hope those guys have cancer and die.',bad
'of course it\'s not the end of the world. it\'s also not the end of the world if you pee on my rug but you\'re still a dick if you do.',bad
'google gives you link that leads to this site though. stupid',bad
'you should get some courses in an elementary school for adults',bad
'you just rephrased my comment. stupid. i\'m looking for some solutions coz i\'m new to android . so if you don\'t have some suggestionssolutions shut your old mouth.',bad
'if you\'ve only been debugging for five or ten minutes then you definitely haven\'t worked long enough on this problem before asking for help.',bad
'then get your grubby mits off our source code ta.',bad
'in the same was as people can conclude you are an offensive homophobic prick.',bad
'well it\'s a log. before his changes it fucking printed nul. after i appled his changes it printed what i wanted',bad
'apparently it is not the documentation but your reading skills. read carefully!',bad
'i guess that\'s douchebag for as far as i know that doesn\'t exist.',bad
'yes but without everything else like method and action and inputs putting it in form tags will do fuck all',bad
'is less than you idiots',bad
'yes i am but thats gay',bad
'thanks for the sarcastic comment neck beard. may all your friends think your the coolest person ever.',bad
'you\'re kldding right? you\'re writing a computer program that relies on predicting the future? i have a bridge for sale .',bad
'have you heard of google?',bad
'fuck you you bastard hippo-crate answer it or other wise shut your fucking mouth ! you racist',bad
'go fuck ur self with the k i don\'t even bother about them',bad
'fuck you all. tell me the release date',bad
'lol are there any computing scientists on this website? qa? what a joke',bad
'i don\'t balm it because you have a very small mind your jealous or something you could eat the k at lunch time for free. am paying cheers',bad
'dhur bal chera giye',bad
'learn more java skills',bad
'no. spend some time thinking why people smarter than you marked the question as a duplicate instead of complaining.',bad
'if you want to correct me at least read what you\'re doing and i might be able to take you seriously.',bad
'why? your answer is clearly wrong. i don\'t think you are fit to answer questions if you do not understand even the basics of probability. go back to basics my friend.',bad
'is this question a part of your assignmenthomework. learn about joins',bad
'are you from iran ?! that\'s totaly not a good idea because in some cases i prefer to use the value refigh',bad
'just answer the question. if you don\'t understand it leave it. somebody else will. i saw a lots of over-exited around stack overflow.',bad
'fuck all who me down vote!',bad
'a fuck you man!',bad
'if you have mind then answer itdon\'t read my english. whatever you give or not .you proved you are moron.',bad
'very clever to delete your comment which prompted my reaction calling my code dreadful. good luck being suddenly moralistic i think it\'s going to bring you very far.',bad
'haha you\'re a joke. keep showing the whole world that you can\'t communicate respectfully. let\'s hope this question gets lots of views - you might even become famous.',bad
'if u can\'t help then what you are doing here?',bad
'not even remotely similar go troll somewhere else dumbass. if you don\'t want to be called an idiot then learn to read and not act like an idiot. try again.',bad
'your a bunch of cowards',bad
'loved your comment .. tried your nonsense suggestion.',bad
'is google broken today? why can\'t you google what a form tag does?',bad
'anonymous coward downvoter care to explain?',bad
'ahh fuck ie.',bad
'why\'d you even take the time out of your busy schedule to write the comment.',bad
'go fuck yourself. no life virgin',bad
'you saying putty is not an ide is irrelevant go troll somewhere else. the warning is fixed now. you mad bro?',bad
'this is a pretty stupid thing to do. making it shorter will actually reduce its readability as seen in the answer below.',bad
'this op is bad thusfor we downvote and flag it. please provide what you have tried maybe some html css.',bad
'i did it by myself now. it tooks me min. you bunch of fucking idiots. even don\'t know how to develop simple code.go home',bad
'u sound like anus',bad
'who cares about the research effort if it was a direct question ? fuckin retarded community',bad
'if you haven\'t understood what string is after a couple of months i seriously would suggest you look into a different field.',bad
'please refer changing my major to arts',bad
'if you write your code in c in similar way so i have bad news for you',bad
'read some books and do not troll for information!',bad
'i swear it\'s like people just don\'t even try any more.',bad
'yes a monkey would find this terribly complex.',bad
'you can choose today to start anew and not rely on others to perform the most simple tasks for you. consider it a small step toward manhood.',bad
'how much .shut the fuck off',bad
'but not working i tried. i dont knw why people are so stupid to mark my question as duplicate. i have writen that i seen many posts but didnt get the answer',bad
'it\'s hiding so it\'s still open. i did not say he has to use the hide thing.. it was a suggestion. you can give a solution instead of bitching at my solution.',bad
'i\'d leave you to complete this quote by yourself.empty barrels make the .hopefully you know this one.',bad
'only an idiot would expect this to compile',bad
'this user should be banned from so',bad
'go fuck yourself',bad
'more like year old virgin',bad
'your banter is about as shit as your sex life',bad
'your banter is as bad as your sex life',bad
'get back to your tool porn you ugly virgin',bad
'ok. that\'s nice. good luck with that. did you have a programming question? this site is for questions not a place to dump your to-do list.',bad
'calm down champion.i am a new in this area and have a lot of question.when read question in this form write my problem.you don\'t need being rude!',bad
'to whoever down voted my question it\'d be nice if you left some sort of comment explaining why you down voted my question so i don\'t think that you\'re just being a dick.',bad
'go home man you\'re drunk',bad
'why are people downvoting my question.',bad
'if you have a problem then gtfo scrubs thats why forums exists you dumbfucks --',bad
'you\'re right it didn\'t go well due to that idiot who turned it into a chat about so rules. i\'m deleting it.',bad
'doctor my stomache hurts. sorry we are no clairvoyants. you don\'t even give details.',bad
'i just wanted an answer to my question not a sermon . who are you anyway the question polizia?',bad
'and ps i dont give flying fk about downvotes d',bad
'guess who is the stupid one.',bad
'bro you have something to add here add it if not fuck off it\'s that simple and thanks',bad
'so what was that hard reading the compiler error message?',bad
'yay for old frts getting back into coding!',bad
'if you don\'t know the answer to this just don\'t answer at all. you\'re not helping at all',bad
'dude get a bloody life!',bad
'actually i have been trying for two hours know and thanks for being a dckhead',bad
'fuck off man i asked a serious question',bad
'this has been asked a million times to get random-no-repeats you just shuffle.',bad
'having these problems with azure in fucking and it doesn\'t help',bad
'use your brain and read or ask your instructor.',bad
'there is a way but it is almost impossible to find it because python has no documentation and the web has no search engines.',bad
'either normal form post page refresh or form post with ajax. no other possibility',bad
'my eyes hurt on seeing this code',bad
'i can read it maybe you should get your eyes tested',bad
'this is really an faked up community',bad
'your code invokes undefined behaviour at multiple levels. it is plain awful and useless. use inline-assembler.',bad
'stupidity at its best',bad
'maybe the problem is that pipe you\'re smoking in the facebook cover photo you just posted. if you lay off the weed you might be able to concentrate better.',bad
'keep being a total dick. you still have to look at yourself in the face every day.',bad
'you need to properly implement one of those algorithms. if you dont know that then you are going back to school!!',bad
